Type;Node;Parameter;Value;Person;Generated_Image_Path;Real_Image_Path;Cosine_Similarity;L2_Distance;Same_Identity
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.3048;1.1791;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\grace_kelly_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\grace_kelly_foto.webp;0.4492;1.0496;True
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\jackie_chan_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jackie_chan_foto.jpg;0.1803;1.2804;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\jane_goodall_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jane_goodall_foto.jpg;0.2486;1.2259;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\jrr_tolkien_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jrr_tolkien_foto.webp;0.1633;1.2936;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\katherine_johnson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\katherine_johnson_foto.webp;0.1953;1.2686;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\lady_gaga_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lady_gaga_foto.webp;0.3084;1.1761;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\lebron_james_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lebron_james_foto.jpg;0.0413;1.3847;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\mae_jeminson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mae_jeminson_foto.jpg;0.0708;1.3633;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\maria_montessori_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maria_montessori_foto.jpg;0.2072;1.2592;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\marie_curie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marie_curie_foto.jpg;0.2676;1.2103;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\marilyn_monroe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marilyn_monroe_foto.webp;0.431;1.0667;True
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\maya_angelou_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maya_angelou_foto.jpg;0.3648;1.1271;True
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\messi_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\messi_foto.webp;0.3795;1.114;True
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\michelle_obama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\michelle_obama_foto.jpg;0.309;1.1755;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\morgan_freeman_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\morgan_freeman_foto.webp;0.3394;1.1494;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.446;1.0526;True
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.3926;1.1022;True
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.2808;1.1993;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.3089;1.1757;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.1948;1.2691;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.2528;1.2224;False
parameters;IPAdapterAdvanced;embeds_scaling;K+V-w;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\K+V-w\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.5324;0.967;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.3536;1.137;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\alan_turing_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alan_turing_foto.webp;0.3941;1.1009;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\albert_einstein_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\albert_einstein_foto.jpg;0.245;1.2289;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\alexia_putellas_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alexia_putellas_foto.webp;0.249;1.2256;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\charles_dickens_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\charles_dickens_foto.jpg;0.2817;1.1986;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\cristiano_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\cristiano_foto.webp;0.328;1.1593;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\dolly_parton_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\dolly_parton_foto.jpg;0.2069;1.2594;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.3144;1.1709;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\grace_kelly_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\grace_kelly_foto.webp;0.497;1.003;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\jackie_chan_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jackie_chan_foto.jpg;0.2894;1.1922;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\jane_goodall_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jane_goodall_foto.jpg;0.3628;1.1289;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\jrr_tolkien_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jrr_tolkien_foto.webp;0.1656;1.2918;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\katherine_johnson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\katherine_johnson_foto.webp;0.1817;1.2793;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\lady_gaga_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lady_gaga_foto.webp;0.3349;1.1533;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\lebron_james_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lebron_james_foto.jpg;0.1844;1.2772;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\mae_jeminson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mae_jeminson_foto.jpg;0.029;1.3936;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\maria_montessori_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maria_montessori_foto.jpg;0.1206;1.3262;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\marie_curie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marie_curie_foto.jpg;0.3016;1.1819;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\marilyn_monroe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marilyn_monroe_foto.webp;0.4592;1.04;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\maya_angelou_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maya_angelou_foto.jpg;0.3809;1.1128;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\messi_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\messi_foto.webp;0.3941;1.1008;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\michelle_obama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\michelle_obama_foto.jpg;0.3083;1.1762;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\morgan_freeman_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\morgan_freeman_foto.webp;0.3449;1.1446;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.4472;1.0515;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.4289;1.0687;True
parameters;IPAdapterAdvanced;embeds_scaling;V-only;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.3112;1.1737;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.277;1.2025;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.2452;1.2287;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.1942;1.2695;False
parameters;IPAdapterAdvanced;embeds_scaling;V-only;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\embeds_scaling\V-only\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.5631;0.9348;True
parameters;IPAdapterAdvanced;weight;-0_1;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.1996;1.2653;False
parameters;IPAdapterAdvanced;weight;-0_1;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\alan_turing_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alan_turing_foto.webp;0.3641;1.1277;True
parameters;IPAdapterAdvanced;weight;-0_1;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\albert_einstein_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\albert_einstein_foto.jpg;0.2348;1.2371;False
parameters;IPAdapterAdvanced;weight;-0_1;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\alexia_putellas_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alexia_putellas_foto.webp;0.2441;1.2296;False
parameters;IPAdapterAdvanced;weight;-0_1;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\charles_dickens_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\charles_dickens_foto.jpg;0.1603;1.2959;False
parameters;IPAdapterAdvanced;weight;-0_1;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\cristiano_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\cristiano_foto.webp;0.285;1.1959;False
parameters;IPAdapterAdvanced;weight;-0_1;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\dolly_parton_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\dolly_parton_foto.jpg;0.1718;1.287;False
parameters;IPAdapterAdvanced;weight;-0_1;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.2356;1.2365;False
parameters;IPAdapterAdvanced;weight;-0_1;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\grace_kelly_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\grace_kelly_foto.webp;0.385;1.1091;True
parameters;IPAdapterAdvanced;weight;-0_1;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\jackie_chan_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jackie_chan_foto.jpg;0.275;1.2041;False
parameters;IPAdapterAdvanced;weight;-0_1;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\jane_goodall_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jane_goodall_foto.jpg;0.2905;1.1913;False
parameters;IPAdapterAdvanced;weight;-0_1;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\jrr_tolkien_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\jrr_tolkien_foto.webp;0.1176;1.3284;False
parameters;IPAdapterAdvanced;weight;-0_1;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\katherine_johnson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\katherine_johnson_foto.webp;0.0593;1.3717;False
parameters;IPAdapterAdvanced;weight;-0_1;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\lady_gaga_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lady_gaga_foto.webp;0.2356;1.2365;False
parameters;IPAdapterAdvanced;weight;-0_1;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\lebron_james_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\lebron_james_foto.jpg;0.0099;1.4072;False
parameters;IPAdapterAdvanced;weight;-0_1;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\mae_jeminson_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mae_jeminson_foto.jpg;0.0352;1.3891;False
parameters;IPAdapterAdvanced;weight;-0_1;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\maria_montessori_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maria_montessori_foto.jpg;0.0302;1.3927;False
parameters;IPAdapterAdvanced;weight;-0_1;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\marie_curie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marie_curie_foto.jpg;0.2191;1.2497;False
parameters;IPAdapterAdvanced;weight;-0_1;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\marilyn_monroe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\marilyn_monroe_foto.webp;0.3057;1.1784;False
parameters;IPAdapterAdvanced;weight;-0_1;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\maya_angelou_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\maya_angelou_foto.jpg;0.3038;1.18;False
parameters;IPAdapterAdvanced;weight;-0_1;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\messi_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\messi_foto.webp;0.3103;1.1744;False
parameters;IPAdapterAdvanced;weight;-0_1;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\michelle_obama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\michelle_obama_foto.jpg;0.1663;1.2913;False
parameters;IPAdapterAdvanced;weight;-0_1;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\morgan_freeman_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\morgan_freeman_foto.webp;0.1993;1.2655;False
parameters;IPAdapterAdvanced;weight;-0_1;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\mrbean_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\mrbean_foto.jpg;0.3941;1.1009;True
parameters;IPAdapterAdvanced;weight;-0_1;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\nikola_tesla_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\nikola_tesla_foto.jpeg;0.3765;1.1167;True
parameters;IPAdapterAdvanced;weight;-0_1;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\rafa_nadal_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rafa_nadal_foto.webp;0.1473;1.3059;False
parameters;IPAdapterAdvanced;weight;-0_1;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\reina_elizabeth_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\reina_elizabeth_foto.jpg;0.227;1.2434;False
parameters;IPAdapterAdvanced;weight;-0_1;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\rey_felipe_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\rey_felipe_foto.jpg;0.0926;1.3472;False
parameters;IPAdapterAdvanced;weight;-0_1;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\sylvester_stallone_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\sylvester_stallone_foto.jpg;0.1971;1.2672;False
parameters;IPAdapterAdvanced;weight;-0_1;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_1\yayoi_kusama_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\yayoi_kusama_foto.webp;0.3126;1.1725;False
parameters;IPAdapterAdvanced;weight;-0_2;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\agatha_christie_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\agatha_christie_foto.jpg;0.1188;1.3276;False
parameters;IPAdapterAdvanced;weight;-0_2;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\alan_turing_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alan_turing_foto.webp;0.3445;1.145;False
parameters;IPAdapterAdvanced;weight;-0_2;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\albert_einstein_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\albert_einstein_foto.jpg;0.2338;1.2379;False
parameters;IPAdapterAdvanced;weight;-0_2;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\alexia_putellas_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\alexia_putellas_foto.webp;0.1925;1.2708;False
parameters;IPAdapterAdvanced;weight;-0_2;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\charles_dickens_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\charles_dickens_foto.jpg;0.1058;1.3373;False
parameters;IPAdapterAdvanced;weight;-0_2;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\cristiano_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\cristiano_foto.webp;0.2941;1.1882;False
parameters;IPAdapterAdvanced;weight;-0_2;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\dolly_parton_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\dolly_parton_foto.jpg;0.1928;1.2706;False
parameters;IPAdapterAdvanced;weight;-0_2;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_2\freddie_mercury_retrato_00001_.png;C:\Users\tonir\TFG\inputs_refacer_real_mod\freddie_mercury_foto.jpg;0.2232;1.2464;False
