Type;Node;Parameter;Value;Person;Image_Path;Image_Type
parameters;KSamplerAdvanced;noise_seed;11;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\noise_seed\11\mae_jeminson_retrato_00001_.png;generated
parameters;KSamplerAdvanced;noise_seed;11;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\noise_seed\11\mrbean_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\agatha_christie_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\alan_turing_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\albert_einstein_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\alexia_putellas_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\charles_dickens_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\cristiano_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\dolly_parton_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\freddie_mercury_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\grace_kelly_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\jackie_chan_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\jane_goodall_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\jrr_tolkien_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\katherine_johnson_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\lady_gaga_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\lebron_james_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\mae_jeminson_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\maria_montessori_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\marie_curie_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\marilyn_monroe_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\maya_angelou_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\messi_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\michelle_obama_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\morgan_freeman_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\mrbean_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\rafa_nadal_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\reina_elizabeth_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\rey_felipe_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\sylvester_stallone_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;1;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\1\yayoi_kusama_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\agatha_christie_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\alan_turing_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\albert_einstein_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\alexia_putellas_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\charles_dickens_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\cristiano_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\dolly_parton_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\freddie_mercury_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\grace_kelly_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\jackie_chan_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\jane_goodall_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\jrr_tolkien_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\katherine_johnson_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\lady_gaga_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\lebron_james_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\mae_jeminson_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\maria_montessori_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\marie_curie_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\marilyn_monroe_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\maya_angelou_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\messi_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\michelle_obama_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\morgan_freeman_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\mrbean_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\rafa_nadal_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\reina_elizabeth_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\rey_felipe_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\sylvester_stallone_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;2;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\2\yayoi_kusama_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;3;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\3\alexia_putellas_retrato_00001_.png;generated
parameters;KSamplerAdvanced;steps;3;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\KSamplerAdvanced\steps\3\lady_gaga_retrato_00001_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\jane_goodall_retrato_00002_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\mae_jeminson_retrato_00001_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\marilyn_monroe_retrato_00001_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\maya_angelou_retrato_00001_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\michelle_obama_retrato_00001_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\reina_elizabeth_retrato_00001_.png;generated
parameters;PhotoMakerEncode;text;cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\PhotoMakerEncode\text\cinematic-film-quality-photorealism,-clear-photo,-amazing-textures,-sharp-focus,-high-contrast,-stunning-professionalism,\yayoi_kusama_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;16x9;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\16x9\albert_einstein_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;16x9;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\16x9\jackie_chan_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;16x9;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\16x9\lady_gaga_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;16x9;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\16x9\messi_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\agatha_christie_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\alan_turing_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\albert_einstein_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\alexia_putellas_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\charles_dickens_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\cristiano_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\dolly_parton_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\freddie_mercury_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\grace_kelly_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\jackie_chan_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\jrr_tolkien_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\katherine_johnson_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\lady_gaga_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\lebron_james_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\maria_montessori_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\marie_curie_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\marilyn_monroe_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\maya_angelou_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\messi_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\michelle_obama_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\morgan_freeman_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\rafa_nadal_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\reina_elizabeth_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\rey_felipe_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\sylvester_stallone_retrato_00001_.png;generated
parameters;SDXLAspectRatioSelector;aspect_ratio;21x9;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\SDXLAspectRatioSelector\aspect_ratio\21x9\yayoi_kusama_retrato_00001_.png;generated
